muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
202,7.3,0.25,0.26,7.2,0.048,52.0,207.0,3.12,0.37,5,0.25120772946859904,6.117533538730657e-43,0.19393155334169038
203,8.0,0.25,0.43,1.7,0.067,22.0,50.0,3.38,0.6,6,0.44,0.2045383071530228,0.23598194054475852
204,7.3,0.22,0.49,9.4,0.034,29.0,134.0,2.99,0.32,7,0.21641791044776118,1.2113996115597754e-15,0.9841273200552851
205,5.6,0.21,0.24,4.4,0.027,37.0,150.0,3.3,0.31,7,0.24666666666666667,1.943910877113129e-20,0.865887748059205
206,8.5,0.21,0.26,9.25,0.034,73.0,142.0,3.05,0.37,6,0.5140845070422535,5.879852484306267e-18,0.9380049995307295
207,6.7,0.31,0.34,6.8,0.059,51.0,215.0,3.33,0.56,5,0.2372093023255814,8.930741004919789e-47,0.13803472431586922
208,7.5,0.24,0.31,13.1,0.05,26.0,180.0,3.05,0.53,6,0.14444444444444443,3.1681185134954354e-31,0.4823911401151259
209,6.2,0.31,0.21,6.3,0.041,50.0,218.0,3.15,0.6,5,0.22935779816513763,2.9478746813768896e-48,0.12051271656014938
210,5.0,0.27,0.32,4.5,0.032,58.0,178.0,3.45,0.31,7,0.3258426966292135,1.9631548368028403e-30,0.5086475186803137
211,6.6,0.21,0.29,5.35,0.029,43.0,106.0,2.93,0.43,7,0.4056603773584906,7.39102064415364e-09,0.9048374180359595
212,7.1,0.36,0.3,1.6,0.08,35.0,70.0,3.44,0.5,5,0.5,0.0038991371262708406,0.4565760496233147
213,8.6,0.38,0.36,3.0,0.081,30.0,119.0,3.2,0.56,5,0.25210084033613445,9.384140804010432e-12,0.9878247258083831
214,8.2,0.51,0.24,2.0,0.079,16.0,86.0,3.34,0.64,6,0.18604651162790697,2.915162210177123e-05,0.6703200460356393
215,6.6,0.22,0.23,17.3,0.047,37.0,118.0,3.08,0.46,6,0.3135593220338983,1.6248833408110006e-11,0.9841273200552851
216,7.8,0.5,0.17,1.6,0.082,21.0,102.0,3.39,0.48,5,0.20588235294117646,4.691164021834418e-08,0.865887748059205
217,10.4,0.34,0.58,3.7,0.174,6.0,16.0,3.19,0.7,6,0.375,0.6955864334990951,0.048557821270009974
218,5.9,0.12,0.28,1.4,0.037,36.0,83.0,3.33,0.42,7,0.43373493975903615,8.206491315725248e-05,0.6298648540434844
219,7.2,0.38,0.3,1.8,0.073,31.0,70.0,3.42,0.59,6,0.44285714285714284,0.0038991371262708406,0.4565760496233147
220,6.3,0.35,0.3,5.7,0.035,8.0,97.0,3.27,0.41,7,0.08247422680412371,4.1292494158732645e-07,0.8103816252373415
221,8.1,0.3,0.49,12.3,0.049,50.0,144.0,3.09,0.57,7,0.3472222222222222,1.4615999237207966e-18,0.922193691444608
222,7.4,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,5,0.3235294117647059,0.8632939774163194,0.12051271656014938
223,6.4,0.26,0.4,1.7,0.179,5.0,60.0,3.09,0.54,5,0.08333333333333333,0.03812061755647895,0.336552878364737
224,7.0,0.28,0.39,8.7,0.051,32.0,141.0,3.38,0.53,6,0.22695035460992907,1.168763767112266e-17,0.9453027806520595
225,7.2,0.24,0.36,2.0,0.029,21.0,63.0,3.13,0.63,6,0.3333333333333333,0.020486277647979705,0.37074158331572676
226,7.5,0.22,0.33,6.7,0.036,45.0,138.0,3.2,0.68,6,0.32608695652173914,8.854683967714215e-17,0.9646402934831231
227,6.8,0.26,0.32,7.0,0.041,38.0,118.0,3.25,0.52,6,0.3220338983050847,1.6248833408110006e-11,0.9841273200552851
228,6.8,0.21,0.26,11.7,0.038,61.0,152.0,3.02,0.56,7,0.40131578947368424,4.3898144201314395e-21,0.8445089033860343
229,5.8,0.3,0.38,4.9,0.039,22.0,86.0,3.23,0.58,7,0.2558139534883721,2.915162210177123e-05,0.6703200460356393
230,8.2,0.39,0.38,1.5,0.058,10.0,29.0,3.26,0.74,5,0.3448275862068966,0.9880717128619305,0.09515482282280588
231,6.1,0.32,0.25,1.7,0.034,37.0,136.0,3.47,0.5,7,0.27205882352941174,3.3146813253630435e-16,0.9753099120283326
232,9.6,0.54,0.42,2.4,0.081,25.0,52.0,3.2,0.71,6,0.4807692307692308,0.15335496684492847,0.25436119360819465
233,6.6,0.55,0.01,2.7,0.034,56.0,122.0,3.15,0.3,5,0.45901639344262296,1.7437206169109494e-12,0.9960079893439915
234,6.1,0.36,0.58,15.0,0.044,42.0,115.0,3.15,0.51,5,0.3652173913043478,8.137117671797838e-11,0.9702029524890169
235,7.4,0.31,0.26,8.6,0.048,47.0,206.0,3.26,0.36,5,0.22815533980582525,1.7960214369502856e-42,0.20189651799465538
236,5.9,0.31,0.3,7.7,0.047,60.0,206.0,3.2,0.39,6,0.2912621359223301,1.7960214369502856e-42,0.20189651799465538
237,7.5,0.24,0.29,1.1,0.046,34.0,84.0,3.04,0.39,6,0.40476190476190477,5.846981031057106e-05,0.6433927065729562
238,5.7,0.23,0.25,7.95,0.042,16.0,108.0,3.44,0.61,6,0.14814814814814814,2.8299692247416165e-09,0.922193691444608
239,5.8,0.29,0.27,1.6,0.062,17.0,140.0,3.23,0.35,6,0.12142857142857143,2.3093049247977918e-17,0.9521811296985049
240,7.0,0.45,0.34,2.7,0.082,16.0,72.0,3.55,0.6,5,0.2222222222222222,0.002299646186124936,0.4823911401151259
241,8.1,0.33,0.22,5.2,0.047,24.0,151.0,3.22,0.47,5,0.15894039735099338,9.26539926652296e-21,0.8553453273074225
242,7.1,0.25,0.39,2.1,0.036,30.0,124.0,3.28,0.43,8,0.24193548387096775,5.51022914228981e-13,0.999000499833375
243,8.2,0.2,0.38,3.5,0.053,41.0,174.0,3.22,0.41,5,0.23563218390804597,7.014417661831649e-29,0.5621424451968224
244,6.7,0.24,0.29,6.8,0.038,54.0,127.0,3.33,0.46,7,0.4251968503937008,9.357622968840175e-14,0.999750031247396
245,6.8,0.17,0.74,2.4,0.053,61.0,182.0,3.63,0.76,6,0.33516483516483514,4.991432665194627e-32,0.4565760496233147
246,6.5,0.22,0.19,1.1,0.064,36.0,191.0,3.05,0.5,6,0.18848167539267016,9.070826166408033e-36,0.3477574586840902
247,6.4,0.42,0.74,12.8,0.076,48.0,209.0,3.12,0.58,6,0.22966507177033493,6.970898260626894e-44,0.1786637020001245
248,6.6,0.29,0.73,2.2,0.027,21.0,92.0,3.12,0.48,6,0.22826086956521738,3.128365169273275e-06,0.7490122054026693
249,6.6,0.19,0.35,1.5,0.037,37.0,107.0,3.18,0.68,7,0.34579439252336447,4.587181746647525e-09,0.91370273103288
250,6.1,0.28,0.23,4.2,0.038,13.0,95.0,2.97,0.7,6,0.1368421052631579,9.450764625260006e-07,0.7864312286813591
251,6.4,0.31,0.39,7.5,0.04,57.0,213.0,3.32,0.43,5,0.2676056338028169,8.422563854815459e-46,0.15073227938036599
252,7.2,0.16,0.29,1.0,0.031,40.0,123.0,3.12,0.4,7,0.3252032520325203,9.83164444845892e-13,0.9977525293526299
253,6.3,0.34,0.27,2.5,0.024,40.0,152.0,3.35,0.6,7,0.2631578947368421,4.3898144201314395e-21,0.8445089033860343
254,6.6,0.34,0.4,8.1,0.046,68.0,170.0,3.15,0.5,6,0.4,2.2768604782708498e-27,0.6163132019122897
255,5.3,0.76,0.03,2.7,0.043,27.0,93.0,3.34,0.38,5,0.2903225806451613,2.111736422206623e-06,0.7616638213305269
256,8.1,0.27,0.33,1.3,0.045,26.0,100.0,2.98,0.44,6,0.26,1.1400768255377355e-07,0.8445089033860343
257,7.2,0.23,0.39,14.2,0.058,49.0,192.0,2.98,0.48,7,0.2552083333333333,3.380634276928092e-36,0.336552878364737
258,7.0,0.24,0.47,1.3,0.043,18.0,131.0,3.19,0.45,6,0.13740458015267176,8.091194688671889e-15,0.9937694906233947
259,7.1,0.21,0.4,1.2,0.069,24.0,156.0,3.42,0.43,6,0.15384615384615385,2.083130990636858e-22,0.7985162187593771
260,5.8,0.28,0.28,4.2,0.044,52.0,158.0,3.35,0.44,7,0.3291139240506329,4.377409621689854e-23,0.7741419687922484
261,7.3,0.36,0.62,7.1,0.033,48.0,185.0,3.14,0.62,6,0.2594594594594595,2.984129468011159e-33,0.41884682445147203
262,9.2,0.27,0.34,10.5,0.043,49.0,228.0,3.04,0.41,6,0.2149122807017544,2.3025332472741946e-53,0.07419934176053282
263,7.6,0.2,0.31,1.4,0.047,41.0,142.0,3.43,0.53,6,0.2887323943661972,5.879852484306267e-18,0.9380049995307295
264,12.3,0.5,0.49,2.2,0.089,5.0,14.0,3.19,0.44,5,0.35714285714285715,0.6022997704830654,0.04345627581810221
265,7.8,0.64,0.0,1.9,0.072,27.0,55.0,3.31,0.63,5,0.4909090909090909,0.09517861450234763,0.2835831218565951
266,6.4,0.34,0.23,6.3,0.039,37.0,143.0,3.19,0.65,6,0.25874125874125875,2.9403589739877336e-18,0.9302982921639203
267,7.8,0.32,0.33,2.4,0.037,18.0,101.0,3.21,0.65,7,0.1782178217821782,7.335171144838272e-08,0.8553453273074225
268,7.6,0.23,0.4,5.2,0.066,14.0,91.0,3.17,0.8,5,0.15384615384615385,4.6066944370861444e-06,0.7362025458114003
269,6.9,0.16,0.3,9.6,0.057,50.0,185.0,3.39,0.38,6,0.2702702702702703,2.984129468011159e-33,0.41884682445147203
270,5.6,0.185,0.19,7.1,0.048,36.0,110.0,3.26,0.41,6,0.32727272727272727,1.0578788696485318e-09,0.9380049995307295
271,7.2,0.25,0.28,14.4,0.055,55.0,205.0,3.12,0.38,7,0.2682926829268293,5.2413227817978224e-42,0.21008354374916954
272,8.6,0.265,0.36,1.2,0.034,15.0,80.0,2.95,0.36,7,0.1875,0.00021887713784097935,0.5891938690486437
273,6.9,0.36,0.35,8.6,0.038,37.0,125.0,3.0,0.32,8,0.296,3.069780955097918e-13,0.999750031247396
274,6.0,0.17,0.36,1.7,0.042,14.0,61.0,3.22,0.54,6,0.22950819672131148,0.031179326997954438,0.3477574586840902
275,7.4,0.3,0.32,1.7,0.03,23.0,128.0,3.17,0.66,5,0.1796875,5.120188741348687e-14,0.999000499833375
276,8.2,0.28,0.6,3.0,0.104,10.0,22.0,3.39,0.68,5,0.45454545454545453,0.9277434863285529,0.06693722761675015
277,5.9,0.44,0.33,1.2,0.049,12.0,117.0,3.46,0.44,5,0.10256410256410256,2.796688455926927e-11,0.9799536542670847
278,5.8,0.28,0.66,9.1,0.039,26.0,159.0,3.66,0.55,5,0.16352201257861634,1.988652231859961e-23,0.7616638213305269
279,6.2,0.39,0.24,4.8,0.037,45.0,138.0,3.23,0.43,7,0.32608695652173914,8.854683967714215e-17,0.9646402934831231
280,6.8,0.59,0.1,1.7,0.063,34.0,53.0,3.41,0.67,5,0.6415094339622641,0.131598455037034,0.2638828564181558
281,7.2,0.56,0.26,2.0,0.083,13.0,100.0,3.26,0.52,5,0.13,1.1400768255377355e-07,0.8445089033860343
282,8.0,0.13,0.25,1.1,0.033,15.0,86.0,2.98,0.39,8,0.1744186046511628,2.915162210177123e-05,0.6703200460356393
283,9.2,0.92,0.24,2.6,0.087,12.0,93.0,3.48,0.54,5,0.12903225806451613,2.111736422206623e-06,0.7616638213305269
284,6.5,0.34,0.28,1.8,0.041,43.0,188.0,3.13,0.37,6,0.22872340425531915,1.690278252441856e-34,0.38251018447178037
285,7.0,0.2,0.4,1.1,0.058,30.0,93.0,3.03,0.38,6,0.3225806451612903,2.111736422206623e-06,0.7616638213305269
286,7.6,0.2,0.39,2.6,0.044,30.0,180.0,3.46,0.44,7,0.16666666666666666,3.1681185134954354e-31,0.4823911401151259
287,7.5,0.3,0.71,1.3,0.16,44.0,149.0,3.08,0.42,5,0.2953020134228188,4.0539911292540826e-20,0.8761219372139776
288,6.6,0.16,0.29,1.8,0.05,40.0,147.0,3.06,0.44,7,0.272108843537415,1.7317228272655536e-19,0.895610204755188
289,6.1,0.41,0.0,1.6,0.063,36.0,87.0,3.27,0.67,6,0.41379310344827586,2.0399503411171922e-05,0.6836904652289411
290,6.1,0.48,0.09,1.7,0.078,18.0,30.0,3.45,0.54,6,0.6,0.9733612415243368,0.09985860935030318
291,6.3,0.67,0.48,12.6,0.052,57.0,222.0,3.17,0.52,6,0.25675675675675674,2.8698353239258646e-50,0.09985860935030318
292,6.3,0.19,0.21,1.8,0.049,35.0,163.0,3.31,0.5,6,0.2147239263803681,7.977517914939344e-25,0.7101706398545315
293,7.5,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,6,0.41935483870967744,0.9531337870775047,0.10474253370494471
294,6.8,0.26,0.29,11.9,0.052,54.0,160.0,3.03,0.58,6,0.3375,8.980380306948888e-24,0.7490122054026693
295,9.5,0.46,0.24,2.7,0.092,14.0,44.0,3.12,0.74,6,0.3181818181818182,0.4202102910640503,0.186187695219304
296,6.6,0.19,0.28,11.8,0.042,54.0,137.0,3.18,0.37,6,0.39416058394160586,1.7183447759316561e-16,0.9702029524890169
297,8.4,0.22,0.3,1.3,0.038,45.0,122.0,3.13,0.54,7,0.36885245901639346,1.7437206169109494e-12,0.9960079893439915
298,6.9,0.31,0.32,1.2,0.024,20.0,166.0,3.05,0.54,6,0.12048192771084337,6.71411762552558e-26,0.6703200460356393
299,6.5,0.26,0.32,16.5,0.045,44.0,166.0,3.38,0.46,6,0.26506024096385544,6.71411762552558e-26,0.6703200460356393
300,8.8,0.33,0.41,5.9,0.073,7.0,13.0,3.3,0.62,7,0.5384615384615384,0.5554370486980182,0.04107933836763487
301,9.4,0.27,0.53,2.4,0.074,6.0,18.0,3.2,1.13,7,0.3333333333333333,0.7842715137715565,0.05414985409492427
302,9.7,0.66,0.34,2.6,0.094,12.0,88.0,3.26,0.66,5,0.13636363636363635,1.4189617822929707e-05,0.6969789984668727
303,7.1,0.25,0.32,10.3,0.041,66.0,272.0,3.17,0.52,6,0.2426470588235294,6.22904073939771e-79,0.00484891650510377
304,7.0,0.46,0.2,16.7,0.046,50.0,184.0,3.08,0.56,5,0.2717391304347826,7.677608218738721e-33,0.43127902868897855
305,6.6,0.24,0.28,6.7,0.032,26.0,91.0,3.13,0.32,6,0.2857142857142857,4.6066944370861444e-06,0.7362025458114003
306,7.6,0.33,0.36,2.1,0.034,26.0,172.0,3.42,0.48,4,0.1511627906976744,4.044599780491334e-28,0.5891938690486437
307,6.4,0.22,0.34,1.4,0.023,56.0,115.0,3.18,0.7,6,0.48695652173913045,8.137117671797838e-11,0.9702029524890169
308,7.0,0.26,0.59,1.4,0.037,40.0,120.0,3.34,0.41,7,0.3333333333333333,5.387174930744011e-12,0.9910403787728836
309,7.7,0.23,0.31,10.7,0.038,59.0,186.0,3.12,0.55,6,0.3172043010752688,1.1529317761451266e-33,0.4065696597405991
310,5.9,0.62,0.28,3.5,0.039,55.0,152.0,3.44,0.44,6,0.3618421052631579,4.3898144201314395e-21,0.8445089033860343
311,6.9,0.3,0.21,7.2,0.045,54.0,190.0,3.22,0.48,5,0.28421052631578947,2.4193000306379824e-35,0.3591554413294046
312,6.3,0.39,0.16,1.4,0.08,11.0,23.0,3.34,0.56,5,0.4782608695652174,0.9531337870775047,0.07049242653287519
313,5.6,0.605,0.05,2.4,0.073,19.0,25.0,3.56,0.55,5,0.76,0.9880717128619305,0.0780621480245016
314,7.2,0.25,0.19,8.0,0.044,51.0,172.0,3.16,0.44,5,0.29651162790697677,4.044599780491334e-28,0.5891938690486437
315,8.0,0.55,0.42,12.6,0.211,37.0,213.0,2.99,0.56,5,0.17370892018779344,8.422563854815459e-46,0.15073227938036599
316,7.0,0.12,0.19,4.9,0.055,27.0,127.0,3.29,0.41,5,0.2125984251968504,9.357622968840175e-14,0.999750031247396
317,6.4,0.3,0.38,7.8,0.046,35.0,192.0,3.1,0.37,5,0.18229166666666666,3.380634276928092e-36,0.336552878364737
318,5.0,0.35,0.25,7.8,0.031,24.0,116.0,3.39,0.4,6,0.20689655172413793,4.784760746553178e-11,0.9753099120283326
319,9.8,0.5,0.49,2.6,0.25,5.0,20.0,3.31,0.79,6,0.25,0.8632939774163194,0.060265227497298776
320,9.8,0.34,0.39,1.4,0.066,3.0,7.0,3.19,0.55,7,0.42857142857142855,0.30119421191220214,0.02900607465701743
321,6.5,0.35,0.31,10.2,0.069,58.0,170.0,3.18,0.49,5,0.3411764705882353,2.2768604782708498e-27,0.6163132019122897
322,7.4,0.26,0.3,7.9,0.049,38.0,157.0,3.13,0.48,6,0.24203821656050956,9.577888291887943e-23,0.7864312286813591
323,5.4,0.255,0.33,1.2,0.051,29.0,122.0,3.37,0.66,6,0.23770491803278687,1.7437206169109494e-12,0.9960079893439915
324,6.4,0.12,0.49,6.4,0.042,49.0,161.0,3.34,0.44,6,0.30434782608695654,4.031111852619467e-24,0.7362025458114003
325,9.1,0.775,0.22,2.2,0.079,12.0,48.0,3.18,0.51,5,0.25,0.2663350969676039,0.21849328438476312
326,6.5,0.22,0.28,3.7,0.059,29.0,151.0,3.23,0.41,7,0.19205298013245034,9.26539926652296e-21,0.8553453273074225
327,8.9,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,7,0.47619047619047616,0.8976275964304349,0.06352955806803286
328,6.5,0.22,0.19,1.1,0.064,36.0,191.0,3.05,0.5,6,0.18848167539267016,9.070826166408033e-36,0.3477574586840902
329,9.0,0.39,0.4,1.3,0.044,25.0,50.0,3.2,0.83,6,0.5,0.2045383071530228,0.23598194054475852
330,6.4,0.29,0.32,2.4,0.014,34.0,89.0,3.24,0.66,7,0.38202247191011235,9.811062327352189e-06,0.7101706398545315
331,7.4,0.33,0.26,15.6,0.049,67.0,210.0,3.06,0.68,5,0.319047619047619,2.3320415641888565e-44,0.17135805889335737
332,7.3,0.22,0.41,15.4,0.05,55.0,191.0,3.32,0.59,6,0.2879581151832461,9.070826166408033e-36,0.3477574586840902
333,6.9,0.3,0.25,3.3,0.041,26.0,124.0,3.18,0.5,6,0.20967741935483872,5.51022914228981e-13,0.999000499833375
334,8.0,0.18,0.37,0.9,0.049,36.0,109.0,2.89,0.44,6,0.3302752293577982,1.7354484227940743e-09,0.9302982921639203
335,7.2,0.34,0.23,8.9,0.105,22.0,155.0,3.01,0.58,5,0.14193548387096774,4.503577342094862e-22,0.8103816252373415
336,7.5,0.58,0.03,4.1,0.08,27.0,46.0,3.02,0.47,5,0.5869565217391305,0.3385782657208353,0.20189651799465538
337,8.2,0.61,0.45,5.4,0.03,15.0,118.0,3.14,0.34,5,0.1271186440677966,1.6248833408110006e-11,0.9841273200552851
338,8.7,0.84,0.0,1.4,0.065,24.0,33.0,3.27,0.55,5,0.7272727272727273,0.8976275964304349,0.11506593121362504
339,6.8,0.21,0.36,18.1,0.046,32.0,133.0,3.27,0.48,5,0.24060150375939848,2.2950999526353423e-15,0.9878247258083831
340,7.9,0.51,0.36,6.2,0.051,30.0,173.0,3.09,0.53,5,0.17341040462427745,1.6894154876826916e-28,0.5756531326166507
341,6.3,0.695,0.55,12.9,0.056,58.0,252.0,3.29,0.49,5,0.23015873015873015,1.1003366050738079e-66,0.01889231600814957
342,6.3,0.34,0.52,6.3,0.047,63.0,186.0,3.18,0.44,5,0.3387096774193548,1.1529317761451266e-33,0.4065696597405991
343,9.6,0.68,0.24,2.2,0.087,5.0,28.0,3.14,0.6,5,0.17857142857142858,0.997004495503373,0.09062728067998384
344,7.9,0.545,0.06,4.0,0.087,27.0,61.0,3.36,0.67,6,0.4426229508196721,0.031179326997954438,0.3477574586840902
345,6.0,0.21,0.3,8.7,0.036,47.0,127.0,3.18,0.39,5,0.3700787401574803,9.357622968840175e-14,0.999750031247396
346,8.5,0.17,0.31,1.0,0.024,13.0,91.0,2.79,0.37,5,0.14285714285714285,4.6066944370861444e-06,0.7362025458114003
347,6.8,0.28,0.36,1.6,0.04,25.0,87.0,3.23,0.66,6,0.28735632183908044,2.0399503411171922e-05,0.6836904652289411
348,5.4,0.29,0.38,1.2,0.029,31.0,132.0,3.28,0.36,6,0.23484848484848486,4.322251274666006e-15,0.9910403787728836
349,7.0,0.45,0.34,19.8,0.04,12.0,67.0,3.07,0.38,6,0.1791044776119403,0.00822974704902003,0.41884682445147203
350,10.4,0.55,0.23,2.7,0.091,18.0,48.0,3.22,0.64,6,0.375,0.2663350969676039,0.21849328438476312
351,6.0,0.19,0.37,9.7,0.032,17.0,50.0,3.08,0.66,6,0.34,0.2045383071530228,0.23598194054475852
352,5.7,0.15,0.28,3.7,0.045,57.0,151.0,3.22,0.27,6,0.37748344370860926,9.26539926652296e-21,0.8553453273074225
353,6.9,0.37,0.28,13.8,0.031,34.0,137.0,3.1,0.37,6,0.24817518248175183,1.7183447759316561e-16,0.9702029524890169
354,7.7,0.46,0.18,3.3,0.054,18.0,143.0,3.12,0.51,6,0.1258741258741259,2.9403589739877336e-18,0.9302982921639203
355,7.0,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,6,0.7142857142857143,0.8976275964304349,0.06352955806803286
356,10.6,1.02,0.43,2.9,0.076,26.0,88.0,3.08,0.57,6,0.29545454545454547,1.4189617822929707e-05,0.6969789984668727
357,6.6,0.32,0.36,8.0,0.047,57.0,168.0,3.15,0.46,5,0.3392857142857143,1.251336797465485e-26,0.6433927065729562
358,7.4,0.13,0.39,4.7,0.042,36.0,137.0,3.36,0.56,7,0.26277372262773724,1.7183447759316561e-16,0.9702029524890169
359,7.0,0.24,0.3,4.2,0.04,41.0,213.0,3.28,0.49,6,0.19248826291079812,8.422563854815459e-46,0.15073227938036599
360,7.2,0.22,0.49,1.0,0.045,34.0,140.0,3.05,0.34,6,0.24285714285714285,2.3093049247977918e-17,0.9521811296985049
361,6.8,0.25,0.34,4.7,0.031,34.0,134.0,3.21,0.38,6,0.2537313432835821,1.2113996115597754e-15,0.9841273200552851
362,7.5,0.6,0.03,1.8,0.095,25.0,99.0,3.35,0.54,5,0.25252525252525254,1.7613765798223122e-07,0.8333929661285026
363,5.8,0.19,0.25,10.8,0.042,33.0,124.0,3.22,0.41,6,0.2661290322580645,5.51022914228981e-13,0.999000499833375
364,5.2,0.16,0.34,0.8,0.029,26.0,77.0,3.25,0.51,6,0.33766233766233766,0.0005530843701478336,0.5486744503339374
365,5.8,0.54,0.0,1.4,0.033,40.0,107.0,3.26,0.35,5,0.37383177570093457,4.587181746647525e-09,0.91370273103288
366,6.4,0.24,0.32,0.95,0.041,23.0,131.0,3.25,0.35,5,0.17557251908396945,8.091194688671889e-15,0.9937694906233947
367,6.8,0.34,0.44,6.6,0.052,28.0,156.0,3.14,0.41,5,0.1794871794871795,2.083130990636858e-22,0.7985162187593771
368,6.2,0.3,0.17,2.8,0.04,24.0,125.0,3.01,0.46,5,0.192,3.069780955097918e-13,0.999750031247396
369,7.7,0.43,1.0,19.95,0.032,42.0,164.0,3.29,0.5,6,0.25609756097560976,3.517066722903549e-25,0.6969789984668727
370,5.8,0.18,0.37,1.2,0.036,19.0,74.0,3.09,0.49,7,0.25675675675675674,0.0013241295219576434,0.5086475186803137
371,4.8,0.26,0.23,10.6,0.034,23.0,111.0,3.46,0.28,7,0.2072072072072072,6.409946534463482e-10,0.9453027806520595
372,6.1,0.33,0.3,3.0,0.036,30.0,124.0,3.31,0.4,7,0.24193548387096775,5.51022914228981e-13,0.999000499833375
373,8.7,0.54,0.26,2.5,0.097,7.0,31.0,3.27,0.6,6,0.22580645161290322,0.9531337870775047,0.10474253370494471
374,5.8,0.2,0.3,1.5,0.031,21.0,57.0,3.44,0.55,6,0.3684210526315789,0.06720551273974976,0.3041452182568097
375,8.1,0.785,0.52,2.0,0.122,37.0,153.0,3.21,0.69,5,0.24183006535947713,2.0673900221784125e-21,0.8333929661285026
376,7.9,0.35,0.36,1.6,0.038,11.0,124.0,3.25,0.48,5,0.08870967741935484,5.51022914228981e-13,0.999000499833375
377,7.7,0.61,0.18,2.4,0.083,6.0,20.0,3.29,0.6,6,0.3,0.8632939774163194,0.060265227497298776
378,6.5,0.23,0.33,13.8,0.042,25.0,139.0,3.35,0.56,6,0.17985611510791366,4.535551023872451e-17,0.9586300930895252
379,7.4,0.14,0.3,1.3,0.033,25.0,91.0,3.53,0.39,6,0.27472527472527475,4.6066944370861444e-06,0.7362025458114003
380,6.4,0.22,0.3,11.2,0.046,53.0,149.0,3.21,0.34,5,0.35570469798657717,4.0539911292540826e-20,0.8761219372139776
381,6.8,0.19,0.33,4.9,0.047,42.0,130.0,3.12,0.56,6,0.3230769230769231,1.505599717049095e-14,0.9960079893439915
382,7.7,0.18,0.34,2.7,0.066,15.0,58.0,3.37,0.78,6,0.25862068965517243,0.05596661089964698,0.3147426368427819
383,10.0,0.48,0.24,2.7,0.102,13.0,32.0,3.28,0.56,6,0.40625,0.9277434863285529,0.10981040403263917
384,5.6,0.27,0.37,0.9,0.025,11.0,49.0,3.29,0.33,6,0.22448979591836735,0.2341016163455822,0.22712607936093493
385,6.8,0.775,0.0,3.0,0.102,8.0,23.0,3.45,0.56,5,0.34782608695652173,0.9531337870775047,0.07049242653287519
386,7.4,0.31,0.26,8.6,0.048,47.0,206.0,3.26,0.36,5,0.22815533980582525,1.7960214369502856e-42,0.20189651799465538
387,6.6,0.735,0.02,7.9,0.122,68.0,124.0,3.47,0.53,5,0.5483870967741935,5.51022914228981e-13,0.999000499833375
388,6.2,0.36,0.27,3.2,0.032,13.0,73.0,2.9,0.69,7,0.1780821917808219,0.0017502441263580752,0.49546924289722294
389,4.8,0.33,0.0,6.5,0.028,34.0,163.0,3.35,0.61,5,0.2085889570552147,7.977517914939344e-25,0.7101706398545315
390,6.8,0.3,0.33,12.8,0.041,60.0,168.0,3.1,0.56,5,0.35714285714285715,1.251336797465485e-26,0.6433927065729562
391,7.6,0.36,0.48,13.5,0.038,44.0,116.0,3.04,0.48,5,0.3793103448275862,4.784760746553178e-11,0.9753099120283326
392,6.6,0.32,0.26,4.6,0.031,26.0,120.0,3.4,0.73,7,0.21666666666666667,5.387174930744011e-12,0.9910403787728836
393,8.3,0.16,0.37,7.9,0.025,38.0,107.0,2.93,0.37,6,0.35514018691588783,4.587181746647525e-09,0.91370273103288
394,6.3,0.31,0.3,10.0,0.046,49.0,212.0,3.74,0.55,6,0.23113207547169812,2.5633863689477535e-45,0.15739448212473714
395,6.4,0.25,0.3,5.5,0.038,15.0,129.0,3.14,0.49,6,0.11627906976744186,2.784842452933014e-14,0.9977525293526299
396,7.1,0.6,0.0,1.8,0.074,16.0,34.0,3.47,0.7,6,0.47058823529411764,0.8632939774163194,0.12051271656014938
397,5.8,0.15,0.28,0.8,0.037,43.0,127.0,3.24,0.51,5,0.33858267716535434,9.357622968840175e-14,0.999750031247396
398,7.1,0.43,0.61,11.8,0.045,54.0,155.0,3.11,0.45,5,0.34838709677419355,4.503577342094862e-22,0.8103816252373415
399,12.0,0.63,0.5,1.4,0.071,6.0,26.0,3.07,0.6,4,0.23076923076923078,0.997004495503373,0.0820849986238988
400,9.6,0.56,0.23,3.4,0.102,37.0,92.0,3.3,0.65,5,0.40217391304347827,3.128365169273275e-06,0.7490122054026693
401,5.7,0.18,0.36,1.2,0.046,9.0,71.0,3.7,0.68,7,0.1267605633802817,0.0030034309313291996,0.46942346850496713
402,8.3,0.26,0.31,2.0,0.029,14.0,141.0,2.95,0.77,6,0.09929078014184398,1.168763767112266e-17,0.9453027806520595
403,6.6,0.26,0.21,2.9,0.026,48.0,126.0,3.22,0.38,7,0.38095238095238093,1.6999625287756906e-13,1.0
404,6.1,0.22,0.23,3.1,0.052,15.0,104.0,3.14,0.42,5,0.14423076923076922,1.8845343174858356e-08,0.8860339595928756
